epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,2.3882635831832886,2.3087597679138185,13.189999948120118,56.10999993896484,1e-06
1,2.284137725830078,2.070479204559326,25.06999995727539,79.8599996459961,0.00020089999999999998
2,2.2445957412322364,1.9721769540786742,28.259999996948242,83.34999991455078,0.00040080000000000004
3,2.2165823578834534,1.909639164352417,29.819999908447265,83.08999979248047,0.0006006999999999999
4,2.175851454337438,1.8799781776428222,37.18999984130859,87.84999971923828,0.0008005999999999999
5,2.1707577208677926,1.8933682596206665,32.38999981079102,84.21999963378906,0.0010004999999999999
6,2.1605534752209983,1.7836620126724243,38.81999993286133,87.9399998779297,0.0012003999999999997
7,2.1465235029657683,1.692227440071106,43.81999997558594,90.15000001220703,0.0014002999999999997
8,2.152782822648684,1.6853207010269164,42.46000005493164,89.48000003662109,0.0016001999999999998
9,2.150677358110746,1.6298173538208007,43.18999989624024,90.94999991455079,0.0018001
10,2.140009582042694,1.7605056659698486,42.059999841308596,88.58000009765625,0.001992118643963821
11,2.1221889033913612,1.694098610496521,46.259999871826174,91.77000004882812,0.0019904661949838027
12,2.130036696791649,1.6802663333892822,39.869999810791015,90.82999985351563,0.001988657418865545
13,2.1181123554706573,1.6640185836791992,47.16999987182617,92.45999976806641,0.001986692601235764
14,2.100360189874967,1.511634202194214,48.5999999206543,92.76999986572265,0.0019845720523619407
15,2.0764578729867935,1.6134555210113526,50.599999957275394,91.649999609375,0.0019822961071033246
16,2.0871078396836915,1.4700816751480104,50.789999853515624,93.34999978027344,0.001979865124858055
17,2.0829332123200097,1.5380094713211059,49.559999780273436,92.2299997680664,0.0019772794895064096
18,2.0801380624373755,1.5344866611480712,51.96999993286133,93.38000002441406,0.001974539609350184
19,2.0663389936089516,1.5726345226287841,51.01999989013672,92.49999979248047,0.0019716459170482166
20,2.0737245554725328,1.5710504289627074,46.99999984741211,91.519999609375,0.001968598869548067
21,2.0324851274490356,1.375726340675354,53.54999989013672,94.43999971923829,0.0019653989480138572
22,2.054035139580568,1.4645804723739624,55.1399999206543,94.35999981689453,0.001962046657750293
23,2.0673703625798225,1.405466654586792,54.7399998046875,94.25999978027343,0.0019585425281228672
24,2.025777998069922,1.4273693016052247,53.05000000610352,94.91999981689453,0.0019548871124742697
25,2.0430239737033844,1.4118524211883545,54.2,95.08999997558594,0.001951080988037006
26,2.0169867103298507,1.33299012260437,55.4899999206543,94.92999981689454,0.0019471247558422466
27,2.032162129878998,1.4396365922927856,54.85000004272461,93.6799999633789,0.001943019040624918
28,2.0460929746429124,1.4380028091430663,55.0299998840332,94.47,0.0019387644907250471
29,2.0417492737372718,1.552243058204651,54.09999979248047,93.35999990234374,0.0019343617779853837
30,2.0210386340816817,1.329300297164917,57.359999792480465,95.22999959716797,0.001929811597645307
31,2.0347541769345603,1.3264632341384888,55.72999979858398,95.55999959716797,0.0019251146682310405
32,2.0330282549063363,1.3352314325332642,56.88999997558594,94.86999993896484,0.0019202717314421873
33,2.0242413158218064,1.4218617223739625,52.9099998046875,94.88000009765625,0.0019152835520346069
34,2.0122907211383185,1.3068910482406617,58.62000001220703,95.56999991455078,0.001910150917699653
35,2.04534575343132,1.3926083644866942,54.950000006103515,95.31000003662109,0.0019048746389397863
36,2.000513186057409,1.290809958267212,58.15999977416992,95.09999965820313,0.0018994555489405876
37,1.9951694384217262,1.315310129737854,59.04999990844727,95.72999969482422,0.001893894503439188
38,2.012809651593367,1.320912123298645,59.429999853515625,95.93000001220703,0.0018881923805891376
39,2.0175866732994714,1.3478648639678954,60.44999992675781,96.0499995727539,0.0018823500808217357
40,1.9937056973576546,1.3348398515701294,57.639999969482425,95.52999963378906,0.0018763685267038414
41,1.9918969745437305,1.2162351425170899,62.61999976196289,96.47000007324219,0.0018702486627921908
42,1.9772944276531537,1.3016765426635741,59.380000012207034,95.80999959716797,0.0018639914554842384
43,1.9828633045156796,1.2444875202178955,60.83,96.1800000366211,0.0018575978928655553
44,1.989990510046482,1.2605475938796997,62.069999981689456,96.40999991455078,0.0018510689845537946
45,1.9533616652091343,1.1447501403808593,62.549999877929686,96.75000007324219,0.0018444057615392639
46,1.997495340804259,1.2699040473937988,60.81999992675781,96.17000007324219,0.0018376092760221206
47,1.985712801416715,1.1629097192764282,63.13000001831055,96.48999995117188,0.0018306806012462148
48,1.9608739788333576,1.1724525745391845,63.54999991455078,96.84999963378907,0.001823620831329613
49,1.9647504811485608,1.1177150476455688,64.14999969482422,96.41999979248047,0.0018164310810918256
50,1.913559041917324,1.1669417722702027,61.31999976196289,95.69000007324219,0.0018091124858777598
51,1.9576632877190907,1.14870009059906,63.77999993896484,96.31999979248047,0.001801666201378441
52,1.9527370755871136,1.088664804649353,66.94999979248047,96.78000010986328,0.001794093403448511
53,1.9746796290079753,1.0939723039627076,65.77999967041016,97.05999957275391,0.0017863952879205503
54,1.9181150545676549,1.1566166717529296,62.41999990234375,96.51999967041016,0.0017785730704162398
55,1.9594013566772144,1.1877969619750977,64.6800000366211,96.88999963378906,0.001770627986154401
